"DownloadUrl","FilePath","FileName","MD5-Hash","IsValidXml","ZefaniaXmlSchemaVersion","ZefaniaBibleName","ZefaniaBibleFreeToEditLicenseType","ZefaniaBibleStatus","ZefaniaBibleVersion","ZefaniaBibleRevision","ZefaniaBibleType","ZefaniaBibleInfoTitle","ZefaniaBibleInfoIdentifier","ZefaniaBibleInfoCoverage","ZefaniaBibleInfoCreator","ZefaniaBibleInfoDate","ZefaniaBibleInfoDescription","ZefaniaBibleInfoFormat","ZefaniaBibleInfoLanguage","ZefaniaBibleInfoPublisher","ZefaniaBibleInfoRights","ZefaniaBibleInfoSources","ZefaniaBibleInfoSubject","ZefaniaBibleInfoType","BibleReJewishedLevel","Warnings"
"https://raw.githubusercontent.com/kohelet-net-admin/zefania-xml-bibles/master/Bibles/CHI/Chinese%20Union%20Version/SF_2009-01-20_CHI_CHI_(CHINESE%20UNION%20VERSION).xml",".\CHI\Chinese Union Version\SF_2009-01-20_CHI_CHI_(CHINESE UNION VERSION).xml","SF_2009-01-20_CHI_CHI_(CHINESE UNION VERSION).xml","E84CB181F6D137EC3131F4943BBD2953","HasErrors","zef2005.xsd","Chinese Union Version","None","v","2.0.1.18","0","x-bible","Chinese Union Version","CHI","provide the bible to the world","","2009-01-20","Chinese Union Version","Zefania XML Bible Markup Language","CHI","Free Bible Software Group","",,"The Holy Bible","","0","Der Typ 'MediaType' ist kein einfacher Typ oder wurde nicht deklariert.
Invalid characters in book name 1 K?nige for book index 10
Invalid characters in book name 2 K?nige for book index 11
Invalid characters in book name Spr?che for book index 19
..."
"https://raw.githubusercontent.com/kohelet-net-admin/zefania-xml-bibles/master/Bibles/CHI/CHINESE%20UNION%20VERSION%20Simplified/SF_2004-10-17_CHI_CHIUS_(CHINESE%20UNION%20VERSION%20SIMPLIFIED).xml",".\CHI\CHINESE UNION VERSION Simplified\SF_2004-10-17_CHI_CHIUS_(CHINESE UNION VERSION SIMPLIFIED).xml","SF_2004-10-17_CHI_CHIUS_(CHINESE UNION VERSION SIMPLIFIED).xml","513E1518980A1AAB26C76390E0867B0F","HasErrors","zef2005.xsd","CHINESE UNION VERSION Simplified","None","v","2.0.1.18","0","x-bible","CHINESE UNION VERSION Simplified","CHIUS","","http://www.code-off.de/wiki/index.php/ZefaniaXML:Textkonverter","2004-10-17","","Zefania XML Bible Markup Language","CHI","Mathieu Delarue","",,"holy bible","","0","Der Typ 'MediaType' ist kein einfacher Typ oder wurde nicht deklariert.
"
"https://raw.githubusercontent.com/kohelet-net-admin/zefania-xml-bibles/master/Bibles/CHI/New%20Chinese%20Version%20Simplified/SF_2009-01-20_CHI_CVS_(NEW%20CHINESE%20VERSION%20SIMPLIFIED).xml",".\CHI\New Chinese Version Simplified\SF_2009-01-20_CHI_CVS_(NEW CHINESE VERSION SIMPLIFIED).xml","SF_2009-01-20_CHI_CVS_(NEW CHINESE VERSION SIMPLIFIED).xml","9990B8751C84965A3EFF035901D641FA","HasErrors","zef2005.xsd","New Chinese Version Simplified","None","v","2.0.1.18","1","x-bible","New Chinese Version Simplified","CVS","provide the bible to the world","Hop Sing","2009-01-20","","Zefania XML Bible Markup Language","CHI","FreakBibleCOM","",,"holy bible","bible text","0","Der Typ 'MediaType' ist kein einfacher Typ oder wurde nicht deklariert.
Invalid characters in book name 1 K?nige for book index 10
Invalid characters in book name 2 K?nige for book index 11
Invalid characters in book name Matth?us for book index 39..."
"https://raw.githubusercontent.com/kohelet-net-admin/zefania-xml-bibles/master/Bibles/CHU/1757%20Church%20Slavonic%20Elizabeth%20Bible/SF_2014-02-27_CHU_CSLELIZABETH_(1757%20CHURCH%20SLAVONIC%20ELIZABETH%20BIBLE).xml",".\CHU\1757 Church Slavonic Elizabeth Bible\SF_2014-02-27_CHU_CSLELIZABETH_(1757 CHURCH SLAVONIC ELIZABETH BIBLE).xml","SF_2014-02-27_CHU_CSLELIZABETH_(1757 CHURCH SLAVONIC ELIZABETH BIBLE).xml","1B46DC4FBE35CE3635F5D57A6F9F4E37","HasErrors","zef2005.xsd","1757 Church Slavonic Elizabeth Bible","PublicDomainByRightsDeclaration","v","3.0.0.9.1","0","x-bible","1757 Church Slavonic Elizabeth Bible","CSlElizabeth","provide the bible to the nations of the world","Mod2Zef (8)","2014-02-27","1757 Church Slavonic Elizabeth Bible  This electronic edition comes from rusbible.ru and features modernized spelling.","Zefania XML Bible Markup Language","chu","","Public Domain",,"","","0","Der Typ 'MediaType' ist kein einfacher Typ oder wurde nicht deklariert.
Invalid book number for book index 29
"
"https://raw.githubusercontent.com/kohelet-net-admin/zefania-xml-bibles/master/Bibles/CKB/SF_2015-08-16_CKB_SORA_(KURDISH%20NEW%20TESTAMENT).xml",".\CKB\SF_2015-08-16_CKB_SORA_(KURDISH NEW TESTAMENT).xml","SF_2015-08-16_CKB_SORA_(KURDISH NEW TESTAMENT).xml","6794FCB711468020656EBE51057AA90D","HasErrors","zef2005.xsd","Kurdish New Testament","PublicDomainByRightsDeclaration","v","3.0.0.9.1","0","x-bible","Kurdish New Testament","SORA","provide the bible to the nations of the world","Mod2Zef (8)","2015-08-16","Bible in Sorani Kurdish language","Zefania XML Bible Markup Language","CKB","","God",,"","","0","Der Typ 'MediaType' ist kein einfacher Typ oder wurde nicht deklariert.
"
"https://raw.githubusercontent.com/kohelet-net-admin/zefania-xml-bibles/master/Bibles/COP/Coptic%20NT%20Bohairic/SF_2014-02-26_COP_BONT_(BOHAIRIC%20NT).xml",".\COP\Coptic NT Bohairic\SF_2014-02-26_COP_BONT_(BOHAIRIC NT).xml","SF_2014-02-26_COP_BONT_(BOHAIRIC NT).xml","B2BC94ED46209C0D7B74ED06BB650A97","HasErrors","zef2005.xsd","Bohairic NT","None","v","3.0.0.9.1","0","x-bible","Bohairic NT","BONT","provide the bible to the nations of the world","http://sourceforge.net/p/zefania-sharp/mis/ci/master/tree/Miscellaneous/Unbound2ZefaniaXML/","2014-02-26","Coptic: Bohairic NT Bohairica: The Bohairic New Testament in Standardized Form. Bohairica 1.2 (2006.December.14) This is an edition of the New Testament in the Bohairic dialect of the Coptic language. It is based on the edition by Horner. However, like my Sahidica edition, it has been standardized for easy comparison with modern Editions of the Koine Greek in the following ways:
o Section and paragraph breaks correspond to the USB and NA texts.
o Punctuation has been aligned with the Sahidica text.
o The nomina sacra forms have been expanded.
Please note the punctuation is closest to that found in my New Testament According to the Egyptian Greek Texts (NTAEG). Bohairica is an ongoing work. Please report any errors to the editor, J. Warren Wells, at www.sahidica.org. ","Zefania XML Bible Markup Language","COP","Fehlt"," J. Warren Wells, at www.sahidica.org",,"bible","text","0","Der Typ 'MediaType' ist kein einfacher Typ oder wurde nicht deklariert.
Book name not available for book index 0
Book name not available for book index 1
Book name not available for book index 2
Book name not available for book index 3
Book name ..."
"https://raw.githubusercontent.com/kohelet-net-admin/zefania-xml-bibles/master/Bibles/CZE/Cesky%20studijni%20preklad/SF_2015-05-20_CZE_%c4%8cSP_(%c4%8cESK%c3%9d%20STUDIJN%c3%8d%20P%c5%98EKLAD).xml",".\CZE\Cesky studijni preklad\SF_2015-05-20_CZE_ČSP_(ČESKÝ STUDIJNÍ PŘEKLAD).xml","SF_2015-05-20_CZE_ČSP_(ČESKÝ STUDIJNÍ PŘEKLAD).xml","7083DE9BC04720C774FC8F2F89144E9B","HasErrors","zef2005.xsd","Český studijní překlad","None","v","3.0.0.9.1","1","x-bible","Český studijní překlad","ČSP","","Pipin","2015-05-20","Český studijní překlad bez poznámek","Zefania XML Bible Markup Language","CZE","Česká biblická spol.","FREE-to-use-or-share-or-edit-contribute",,"holy bible","bible text","0","Der Typ 'MediaType' ist kein einfacher Typ oder wurde nicht deklariert.
Book short name Jo identified as duplicate for book index 31
Book short name Fil identified as duplicate for book index 56
"
"https://raw.githubusercontent.com/kohelet-net-admin/zefania-xml-bibles/master/Bibles/CZE/Czech%20BKR/Czech%20BKR/SF_2014-11-23_CZE_CZBKR_(CZECH%20BKR).xml",".\CZE\Czech BKR\Czech BKR\SF_2014-11-23_CZE_CZBKR_(CZECH BKR).xml","SF_2014-11-23_CZE_CZBKR_(CZECH BKR).xml","A520D3619CC15EB502E6C028470DC3D7","HasErrors","zef2005.xsd","Czech BKR","None","v","2.0.1.18","1","x-bible","Czech BKR","CZBKR","","Pan Tau","2014-11-23","Czech Bible Kralicka: Bible svata aneb vsecka svata pisma Stareho i Noveho Zakona podle posledniho vydani kralickeho z roku 1613.","Zefania XML Bible Markup Language","CZE","FreeBibleSoftwareGroup","",,"holy bible","","0","Der Typ 'MediaType' ist kein einfacher Typ oder wurde nicht deklariert.
Book name Jeremiáš identified as duplicate for book index 24
Book short name Kni identified as duplicate for book index 6
Book short name Kni identified as duplicate for book i..."
"https://raw.githubusercontent.com/kohelet-net-admin/zefania-xml-bibles/master/Bibles/CZE/Czech%20BKR/Czech%20BKR/sf_czech_bkr.xml",".\CZE\Czech BKR\Czech BKR\sf_czech_bkr.xml","sf_czech_bkr.xml","15C8468B2D463651CC773D1E5CBB35ED","HasErrors","zef2005.xsd","Czech BKR","None","v","2.0.1.18","0","x-bible","Czech BKR","czbkr","","Pan Tau","2009-01-20","Czech Bible Kralicka: Bible svata aneb vsecka svata pisma Stareho i Noveho Zakona podle posledniho vydani kralickeho z roku 1613.","Zefania XML Bible Markup Language","cze","FreeBibleSoftwareGroup","",,"holy bible","","0","Der Typ 'MediaType' ist kein einfacher Typ oder wurde nicht deklariert.
"
"https://raw.githubusercontent.com/kohelet-net-admin/zefania-xml-bibles/master/Bibles/CZE/Czech%20BKR/SF_2009-01-20_CZE_CZBKR_(CZECH%20BKR).xml",".\CZE\Czech BKR\SF_2009-01-20_CZE_CZBKR_(CZECH BKR).xml","SF_2009-01-20_CZE_CZBKR_(CZECH BKR).xml","E99DAA846054CBAB1349A3B9A015AADA","HasErrors","zef2005.xsd","Czech BKR","None","v","2.0.1.18","0","x-bible","Czech BKR","CZBKR","","Pan Tau","2009-01-20","Czech Bible Kralicka: Bible svata aneb vsecka svata pisma Stareho i Noveho Zakona podle posledniho vydani kralickeho z roku 1613.","Zefania XML Bible Markup Language","CZE","FreeBibleSoftwareGroup","",,"holy bible","","0","Der Typ 'MediaType' ist kein einfacher Typ oder wurde nicht deklariert.
"
"https://raw.githubusercontent.com/kohelet-net-admin/zefania-xml-bibles/master/Bibles/CZE/Czech%20Ekumenicky%20Cesky%20preklad/Czech%20Ekumenicky%20Cesky%20preklad/SF_2014-11-23_CZE_CZECEP_(CZECH%20EKUMENICKY%20CESKY%20PREKLAD).xml",".\CZE\Czech Ekumenicky Cesky preklad\Czech Ekumenicky Cesky preklad\SF_2014-11-23_CZE_CZECEP_(CZECH EKUMENICKY CESKY PREKLAD).xml","SF_2014-11-23_CZE_CZECEP_(CZECH EKUMENICKY CESKY PREKLAD).xml","3C87BC4F6E5455596085CA8D427F3F5B","HasErrors","zef2005.xsd","Czech Ekumenicky Cesky preklad","None","v","2.0.1.18","1","x-bible","Czech Ekumenicky Cesky preklad","CZECEP","provide the bible to the world","Pan Tau","2014-11-23","Czech Ekumenicky Cesky preklad: Bible Pismo svate Stareho i Noveho Zakona podle ekumenickeho vydani z r. 1985 (c) Ekumenicka\par rada cirkvi v CR.","Zefania XML Bible Markup Language","CZE","graphic artist","",,"holy bible","bible text","0","Der Typ 'MediaType' ist kein einfacher Typ oder wurde nicht deklariert.
Book name Jeremiáš identified as duplicate for book index 24
Book short name Kni identified as duplicate for book index 6
Book short name Kni identified as duplicate for book i..."
"https://raw.githubusercontent.com/kohelet-net-admin/zefania-xml-bibles/master/Bibles/CZE/Czech%20Ekumenicky%20Cesky%20preklad/Czech%20Ekumenicky%20Cesky%20preklad/sf_czecep.xml",".\CZE\Czech Ekumenicky Cesky preklad\Czech Ekumenicky Cesky preklad\sf_czecep.xml","sf_czecep.xml","9923324E0BB4707212E94EED7CA01158","HasErrors","zef2005.xsd","Czech Ekumenicky Cesky preklad","None","v","2.0.1.18","0","x-bible","Czech Ekumenicky Cesky preklad","CzeCEP","provide the bible to the world","Pan Tau","2009-01-23","Czech Ekumenicky Cesky preklad: Bible Pismo svate Stareho i Noveho Zakona podle ekumenickeho vydani z r. 1985 (c) Ekumenicka\par rada cirkvi v CR.","Zefania XML Bible Markup Language","CZE","graphic artist","Copyrighted",,"holy bible","bible text","0","Der Typ 'MediaType' ist kein einfacher Typ oder wurde nicht deklariert.
"
"https://raw.githubusercontent.com/kohelet-net-admin/zefania-xml-bibles/master/Bibles/CZE/Czech%20Ekumenicky%20Cesky%20preklad/SF_2009-01-23_CZE_CZECEP_(CZECH%20EKUMENICKY%20CESKY%20PREKLAD).xml",".\CZE\Czech Ekumenicky Cesky preklad\SF_2009-01-23_CZE_CZECEP_(CZECH EKUMENICKY CESKY PREKLAD).xml","SF_2009-01-23_CZE_CZECEP_(CZECH EKUMENICKY CESKY PREKLAD).xml","3801B1F6158154D5750B97610B44093B","HasErrors","zef2005.xsd","Czech Ekumenicky Cesky preklad","None","v","2.0.1.18","0","x-bible","Czech Ekumenicky Cesky preklad","CZECEP","provide the bible to the world","Pan Tau","2009-01-23","Czech Ekumenicky Cesky preklad: Bible Pismo svate Stareho i Noveho Zakona podle ekumenickeho vydani z r. 1985 (c) Ekumenicka\par rada cirkvi v CR.","Zefania XML Bible Markup Language","CZE","graphic artist","",,"holy bible","bible text","0","Der Typ 'MediaType' ist kein einfacher Typ oder wurde nicht deklariert.
"
"https://raw.githubusercontent.com/kohelet-net-admin/zefania-xml-bibles/master/Bibles/CZE/Czech%20Preklad%2021/SF_2009-07-31_CZE_CZEB21_(CZECH%20BIBLE,%20PREKLAD%2021.%20STOLETI).xml",".\CZE\Czech Preklad 21\SF_2009-07-31_CZE_CZEB21_(CZECH BIBLE, PREKLAD 21. STOLETI).xml","SF_2009-07-31_CZE_CZEB21_(CZECH BIBLE, PREKLAD 21. STOLETI).xml","F22AA3B3723011F1EA71983E9A6AA4D4","HasErrors","zef2005.xsd","Czech Bible, Překlad 21. století","None","v","2.0.1.22","0","x-bible","Czech Bible, Překlad 21. století","CZEB21","provide the bible to the nations of the world","Mod2Zef (4)","2009-07-31","Bible, Překlad 21. století  vedoucí projektu Alexandr Flek  odborná spolupráce Jiří Hedánek, Pavel Hoffman, Zdeněk Sýkora  Přeloženo z hebrejštiny, aramejštiny, řečtiny  Vydání první  (c) 2009 Biblion, o. s.  www.bible21.org  www.bible21.cz   Překlad 21. století přináší nadčasové poselství Bible v současné, čtivé češtině. Usiluje o maximální věrnost původním hebrejským, aramejským a řeckým textům, zároveň však chce oslovit dnešní čtenáře, ať už jsou zvyklí čerpat z této knihy inspiraci pro každý den, anebo ji otevírají poprvé.","Zefania XML Bible Markup Language","CZE","","",,"","","0","Der Typ 'MediaType' ist kein einfacher Typ oder wurde nicht deklariert.
"
